0,0.000004,0.000018,0.231106
100,0.892369,0.000692,1288.916891
200,6.933072,0.006180,1121.947145
300,23.586889,0.019572,1205.122025
400,55.148031,0.051605,1068.657154
500,109.726133,0.101422,1081.876615
600,186.289749,0.174636,1066.733609
700,287.896813,0.309056,931.537039
800,443.179227,0.585401,757.051953
900,614.898925,0.743115,827.461707
1000,875.589553,1.388705,630.507894
