0,0.000001
2000000,0.152399
4000000,0.306133
6000000,0.461332
8000000,0.626507
10000000,0.777199
12000000,0.933127
14000000,1.109024
16000000,1.275058
18000000,1.450976
20000000,1.576474
22000000,1.749596
24000000,1.912222
26000000,2.083844
28000000,2.244486
30000000,2.402949
32000000,2.549330
34000000,2.689569
36000000,2.817160
38000000,3.004571
40000000,3.167916
42000000,3.318694
44000000,3.516852
46000000,3.644630
48000000,3.779550
50000000,3.951763
52000000,4.144216
54000000,4.375557
56000000,4.366454
58000000,4.637013
60000000,4.684858
62000000,4.856433
64000000,5.032290
66000000,5.215996
68000000,5.422848
70000000,5.517776
72000000,5.817749
74000000,5.998999
76000000,6.124100
78000000,6.340534
80000000,6.488210
82000000,6.761980
84000000,6.700613
86000000,6.526700
88000000,6.675580
90000000,6.878852
92000000,7.181588
94000000,7.304739
96000000,7.461946
98000000,7.842026
