2000000,0.037688
4000000,0.075189
6000000,0.112401
8000000,0.149228
10000000,0.187549
12000000,0.224322
14000000,0.265870
16000000,0.301417
18000000,0.345128
20000000,0.392213
22000000,0.440064
24000000,0.471803
26000000,0.502541
28000000,0.554819
30000000,0.575447
32000000,0.618735
34000000,0.683956
36000000,0.691322
38000000,0.741813
40000000,0.792836
42000000,0.793024
44000000,0.853101
46000000,0.891499
48000000,0.930570
50000000,0.968186
52000000,1.005430
54000000,1.059489
56000000,1.099656
58000000,1.145441
60000000,1.157645
62000000,1.167546
64000000,1.203731
66000000,1.242967
68000000,1.281193
70000000,1.317482
72000000,1.371486
74000000,1.425012
76000000,1.464280
78000000,1.501834
80000000,1.540233
82000000,1.581773
84000000,1.618574
86000000,1.656558
88000000,1.693267
90000000,1.734214
92000000,1.772863
94000000,1.821495
96000000,1.853778
98000000,1.850844
