0,0.000002
1000000,0.146567
2000000,0.276874
3000000,0.428010
4000000,0.539542
5000000,0.672385
6000000,0.848228
7000000,0.957901
8000000,1.114614
9000000,1.210019
10000000,1.361293
11000000,1.534272
12000000,1.654431
13000000,1.820609
14000000,1.923492
15000000,2.129345
16000000,2.262148
17000000,2.497560
18000000,2.519764
19000000,2.594173
20000000,2.759900
21000000,2.844939
22000000,3.050147
23000000,3.176402
24000000,3.346669
25000000,3.642239
26000000,3.665857
27000000,3.784303
28000000,4.049284
29000000,4.245998
30000000,4.346521
31000000,4.929141
32000000,4.427976
33000000,4.465795
34000000,4.792374
35000000,4.912245
36000000,4.897128
37000000,5.088736
38000000,5.496670
39000000,5.615232
40000000,5.734185
41000000,5.800779
42000000,5.939459
43000000,6.134221
44000000,6.508054
45000000,6.722409
46000000,6.521292
47000000,6.645014
48000000,7.061531
49000000,6.831446
50000000,7.088754
51000000,7.048553
52000000,7.281832
53000000,7.400359
54000000,7.891590
55000000,8.074021
56000000,8.154031
57000000,8.440967
58000000,8.837436
59000000,8.489741
60000000,8.577203
61000000,8.635462
62000000,9.009503
63000000,8.836195
64000000,9.199821
65000000,9.124495
66000000,9.365773
67000000,9.241711
68000000,9.882068
69000000,9.644512
70000000,10.065124
71000000,10.317642
72000000,10.751778
73000000,10.500691
74000000,10.676450
75000000,10.435636
76000000,10.541503
77000000,10.610386
78000000,10.830885
79000000,10.911389
80000000,11.221022
81000000,11.962184
82000000,12.043073
83000000,11.782906
84000000,12.179637
85000000,12.477296
86000000,12.011271
87000000,12.137711
88000000,12.487189
89000000,12.980543
90000000,13.049923
91000000,12.756134
92000000,13.151590
93000000,13.020884
94000000,13.436414
95000000,13.514958
96000000,13.836326
97000000,13.863637
98000000,13.964211
99000000,14.280507
100000000,14.036776
