0,0.000002
1000000,0.138286
2000000,0.293769
3000000,0.411981
4000000,0.564847
5000000,0.699944
6000000,0.854147
7000000,0.990863
8000000,1.123196
9000000,1.288335
10000000,1.377390
11000000,1.552847
12000000,1.738092
13000000,1.807422
14000000,2.021352
15000000,2.165367
16000000,2.230907
17000000,2.379497
18000000,2.593520
19000000,2.597997
20000000,2.812728
21000000,3.158543
22000000,3.300575
23000000,3.249502
24000000,3.427180
25000000,3.715240
26000000,3.737611
27000000,3.968895
28000000,4.077756
29000000,4.175261
30000000,4.381465
31000000,4.449575
32000000,4.768372
33000000,5.486308
34000000,5.313669
35000000,5.152034
36000000,5.175572
37000000,5.860937
38000000,5.757174
39000000,6.170918
40000000,6.163296
41000000,6.859804
42000000,7.017069
43000000,6.513525
44000000,6.729233
45000000,7.055246
46000000,7.446345
47000000,7.382622
48000000,7.251729
49000000,7.354663
50000000,7.559778
51000000,7.795526
52000000,8.032396
53000000,8.405057
54000000,8.337235
55000000,9.038274
56000000,8.577856
57000000,8.664997
58000000,9.226680
59000000,9.270102
60000000,9.294171
61000000,9.511184
62000000,10.267448
63000000,10.178249
64000000,9.671297
65000000,10.037373
66000000,9.917127
67000000,10.161386
68000000,10.152641
69000000,10.462398
70000000,10.826913
71000000,10.955621
72000000,10.840672
73000000,11.472546
74000000,11.443705
75000000,11.329839
76000000,11.212931
77000000,11.300345
78000000,12.124158
79000000,11.417330
80000000,11.584775
81000000,11.672861
82000000,11.654603
83000000,11.790766
84000000,12.587596
85000000,13.090345
86000000,12.400123
87000000,12.908502
88000000,13.125118
89000000,12.668719
90000000,12.942214
91000000,12.792372
92000000,13.443771
93000000,13.167063
94000000,14.090227
95000000,13.687200
96000000,14.001518
97000000,14.264508
98000000,14.661843
99000000,14.549003
100000000,14.452994
