0,0.000001
500000,0.218234
1000000,0.436813
1500000,0.651639
2000000,0.875228
2500000,1.084880
3000000,1.355870
3500000,1.543665
4000000,1.858417
4500000,2.091642
5000000,2.309876
5500000,2.569300
6000000,2.860105
6500000,3.078234
7000000,3.322204
7500000,3.559287
8000000,3.847843
8500000,4.103132
9000000,4.456565
9500000,4.649972
10000000,5.053957
