0,0.000010
2000000,7.209485
4000000,15.317973
6000000,22.923378
8000000,30.450647
10000000,38.791298
12000000,47.634907
14000000,55.764311
16000000,63.449119
18000000,72.957028
20000000,82.463803
22000000,91.879642
24000000,102.477325
26000000,112.528883
28000000,122.405058
30000000,134.453101
32000000,144.438546
34000000,155.261028
36000000,168.846497
38000000,196.465326
40000000,195.897166
42000000,203.122923
44000000,214.558215
46000000,239.970404
48000000,261.610786
50000000,271.245763
52000000,301.821326
54000000,353.168226
56000000,425.660060
58000000,388.393468
60000000,450.642744
62000000,508.879650
64000000,551.994502
66000000,603.235540
68000000,650.792786
70000000,709.658679
72000000,763.086516
