0,0.000002
1000000,0.140025
2000000,0.278432
3000000,0.409617
4000000,0.546187
5000000,0.667028
6000000,0.846762
7000000,0.941007
8000000,1.091243
9000000,1.208931
10000000,1.364825
11000000,1.517626
12000000,1.645027
13000000,1.812787
14000000,1.897130
15000000,2.070783
16000000,2.286422
17000000,2.393955
18000000,2.482912
19000000,2.644425
20000000,2.799954
21000000,2.884994
22000000,2.983043
23000000,3.115404
24000000,3.260739
25000000,3.668704
26000000,3.583099
27000000,3.720334
28000000,3.961340
29000000,3.918052
30000000,4.010217
31000000,4.198819
32000000,4.403929
33000000,4.553883
34000000,4.626639
35000000,4.809323
36000000,4.992037
37000000,5.089420
38000000,5.368593
39000000,5.625667
40000000,5.582403
41000000,5.625871
42000000,5.922072
43000000,5.982995
44000000,6.048896
45000000,6.322237
46000000,6.266411
47000000,6.322840
48000000,6.685306
49000000,6.825843
50000000,6.782880
51000000,6.856616
52000000,7.021176
53000000,7.473643
54000000,7.561551
55000000,7.550652
56000000,7.864112
57000000,8.735214
58000000,8.462014
59000000,8.379001
60000000,9.041191
61000000,9.368650
62000000,8.771002
63000000,8.872998
64000000,9.080105
65000000,9.208945
66000000,9.151071
67000000,9.684096
68000000,9.380170
69000000,9.539544
70000000,10.512204
71000000,10.454689
72000000,10.304150
73000000,10.531701
74000000,10.527274
75000000,10.875113
76000000,10.932520
77000000,11.313728
78000000,11.150110
79000000,11.478143
80000000,11.616705
81000000,11.385005
82000000,11.590056
83000000,11.736059
84000000,11.947664
85000000,11.846993
86000000,11.956380
87000000,12.428743
88000000,12.345312
89000000,12.687514
90000000,12.624138
91000000,13.456669
92000000,13.435752
93000000,13.619800
94000000,13.888308
95000000,14.136580
96000000,13.965124
97000000,15.111059
98000000,14.667342
99000000,14.698840
100000000,14.602805
